DTXSID,name,httk_Fgutabs,httk_Clint,httk_Aven,httk_Rblood2plasma,httk_Fup,httk_days_evaluated,httk_MW,httk_frac_excreted,httk_daily_expo,httk_mg_p_kg_p_day_excreted,httk_result_category
DTXSID5044491,2-Oxo-1-Pyrrolidineacetamide,0.8719,0,0.010286976,0.8638,0.9258,5,142.2,0.871482857142857,1.2e-6,1.0457794285714285e-6,6
DTXSID5044493,1-[3-(Triethoxysilyl)propyl]urea,0.8719,0,0.06019870999999999,0.805,0.4047,5,264.4,0.8619440000000002,1.18e-6,1.01709392e-6,6
DTXSID5044576,"Citric acid, triethyl ester, acetate",0.757,23.38,4.431666e-8,0.7634,0.3609,5,318.3,0.01914347142857141,0.0547,0.00104714788714285,1
DTXSID5045043,Trazodone,0.82,9.538,0.014577043,0.81,0.05535,5,371.9,0.05052527142857141,1.2e-6,6.06303257142857e-8,1
DTXSID5045174,Memantine,0.7084,31.72,5.794078e-5,1.494,0.4046,5,179.3,0.01352434285714285,3.86e-6,5.2203963428571414e-8,1
DTXSID5045623,Flumequine,0.8496,6.576,6.9306970000000005e-6,0.6876,0.221,5,261.3,0.07256674285714285,1.2e-6,8.708009142857143e-8,1
DTXSID5045704,Gatifloxacin,0.9792,7.562,0.0026241739,0.8551,0.2484,5,375.4,0.0737392857142857,1.2e-6,8.848714285714284e-8,1
DTXSID5045910,Periciazine,0.8558,35,0.006440841,0.6829,0.02967,5,365.5,0.01508992857142857,1.2e-6,1.810791428571429e-8,1
DTXSID5046015,Acadesine,0.8719,0,0.0017056939,0.76,0.877,5,258.2,0.8719782857142856,1.2e-6,1.0463739428571429e-6,6
DTXSID5046067,Fluprednisolone,0.8719,0,0.04202046,0.7224,0.3325,5,378.4,0.8681577142857144,1.2e-6,1.0417892571428572e-6,6
DTXSID5046354,Tacrolimus,0.1545,0,0.022824228,0.5859,0.00882,5,804,0.01876765714285714,1.2e-6,2.2521188571428567e-8,3
DTXSID5046439,Entacapone,0.325,6.61,0.00684650299999999,0.55,0.01998,5,305.3,0.02826205714285714,1.6e-6,4.521929142857143e-8,1
DTXSID5046485,Voriconazole,0.8471,5.733,0.0015491696,0.8067,0.2827,5,349.3,0.08183600000000003,2.12e-7,1.7349232000000006e-8,1
DTXSID5046489,Linezolid,1,6.633,2.0952825e-6,0.73,0.6636,5,337.4,0.0811688,5.7e-7,4.6266216e-8,1
DTXSID5046510,Etiracetam,0.8719,0,0.010317592,0.8661,0.8888,5,170.2,0.8704514285714284,1.2e-6,1.044541714285714e-6,6
DTXSID5046726,Aprindine hydrochloride,0.8573,222,0.009663175,0.7129,0.004231,5,359,0.00241555714285714,1.2e-6,2.8986685714285723e-9,1
DTXSID5047037,Tembotrione,0.8719,0,0.06019870999999999,50.32,0.055,5,440.8,0.00197100571428571,1.33e-6,2.621437600000001e-9,3
DTXSID5047295,UK-373911,0.8524,32.23,0.003918848,0.6813,0.03951,5,385.3,0.01629268571428571,1.2e-6,1.9551222857142853e-8,1
DTXSID5047374,SSR161421,0.8585,29.03,0.00355643109999999,0.6192,0.02993,5,408.5,0.01820742857142857,1.2e-6,2.1848914285714293e-8,1
DTXSID5047376,AVE2865,0.8457,22.73,1.687707e-8,0.6094,0.07569,5,455.8,0.02265977142857142,1.2e-6,2.7191725714285703e-8,1
DTXSID5048182,Cyclohexylphenylketone,0.8643,39.08,0.032900719,0.6335,0.0124,5,188.3,0.0135845,1.15e-4,1.5622175000000004e-6,1
DTXSID5051446,6-aminopyridine-3-carboxamide,0.8719,0,0.04454627999999999,0.8788,0.6835,5,137.1,0.8715642857142857,1.52e-7,1.3247777142857145e-7,6
DTXSID6020068,2-Aminoanthraquinone,0.9659,45.56,0.007799426,0.6234,0.02097,5,223.2,0.0131688,2.69e-6,3.5424072e-8,1
DTXSID6020141,"2,3-Benzofuran",0.8338,26.69,0.001320315,0.6844,0.09518,5,118.1,0.01904784285714285,1.43e-4,2.723841528571428e-6,1
DTXSID6020143,Benzoic acid,0.7759,22.71,0,0.7161,0.3029,5,122.1,0.02026859999999999,6.6e-5,1.3377275999999997e-6,1
DTXSID6020147,"1,2,3-Benzotriazole",0.9727,0,0.20041999,0.7124,0.2731,5,119.1,0.9579042857142857,3.92e-5,3.754984799999999e-5,6
DTXSID6020220,tert-Butylhydroquinone,0.7899,23.88,2.1649339e-6,0.7203,0.2417,5,166.2,0.01980154285714284,3.63e-6,7.187960057142854e-8,1
DTXSID6020274,Chlormadinone acetate,0.8597,34.13,0.007374629,0.6476,0.02304,5,404.9,0.01554237571428572,1.2e-6,1.8650850857142866e-8,1
DTXSID6020359,Cyclohexanone,0.7169,22.98,2.25793e-9,0.8109,0.5237,5,98.14,0.01819795999999999,2.03e-6,3.6941858799999996e-8,1
DTXSID6020480,Dimethoxane,0.1018,958.5,6.888599999999998e-10,0.8711,0.4392,5,174.2,6.420514285714282e-5,8.99e-5,5.7720423428571405e-9,1
DTXSID6020561,Endrin,0.8713,36.69,0.0884037,0.6672,8.947e-4,5,380.9,0.00312338,6.52e-11,2.03644376e-13,1
DTXSID6020690,Hexachlorophene,0.8719,0,0.012900817,0.8086,1e-4,5,406.9,4.632847142857141e-5,1.13e-7,5.2351172714285694e-12,3
DTXSID6020692,Methenamine,0.8719,0,0.04967446,0.6783,0.352,5,140.2,0.8712428571428571,7.15e-4,6.229386428571428e-4,6
DTXSID6020771,Ketoprofen,0.8924,4.907,0.4818192999999999,1,0.007999,5,254.3,0.0997219285714286,1.05e-6,1.0470802500000001e-7,1
DTXSID6020856,N-Methyl-2-pyrrolidone,0.8688,0.2175,0.04290066999999999,1.064,0.8872,5,99.13,0.6344319999999999,1.34e-4,8.501388799999998e-5,5
DTXSID6021032,N-Nitrosodi-n-propylamine,0.7035,23.4,1.5353923999999998e-7,0.8855,0.5687,5,130.2,0.01753979999999999,7.77e-5,1.36284246e-6,1
DTXSID6021080,Omeprazole,0.8265,3.763,0.007967814,0.58,0.1335,5,345.4,0.11654782857142858,1.2e-6,1.398573942857143e-7,2
DTXSID6021086,Oxamyl,0.8719,0,0.0035751834,0.7546,0.7925,5,219.3,0.8709342857142857,2.19e-7,1.9073460857142857e-7,6
DTXSID6021117,Phenazone,0.9991,0.5314,0.00165441209999999,0.5602,0.9561,5,188.2,0.5084088571428571,2.29e-6,1.1642562828571427e-6,6
DTXSID6021244,Rifampicin,0.99,0,0.1239948,0.6007,0.03976,5,823,0.48451185714285705,1.65e-6,7.994445642857142e-7,3
DTXSID6021248,Rotenone,0.8691,68.75,0.04799058,0.5937,0.002593,5,394.4,0.00740345142857142,1.14e-6,8.439934628571431e-9,1
DTXSID6021327,Tetrahydrocannabinol,0.8695,757.2,0.01220813,0.55,1.907e-4,5,314.5,9.789935714285714e-5,1.2e-6,1.1747922857142855e-10,1
DTXSID6021371,Triamcinolone acetonide,0.8436,9.789,1.4676545e-5,0.6701,0.1904,5,434.5,0.04996750000000002,1.2e-6,5.996100000000003e-8,1
DTXSID6021456,FD&C Yellow 6,0.8718,20.09,1.1102127,0.56,1e-4,5,452.4,0.00615910285714285,2.75e-4,1.693753285714286e-6,1
DTXSID6021741,1-Pentanol,0.7271,23.59,7.409072e-7,0.8446,0.4694,5,88.15,0.01810852857142857,5.41e-6,9.79671395714286e-8,1
DTXSID6021828,Acetophenone,0.8719,0,0.1783382,0.7452,0.2989,5,120.2,0.8499857142857143,6.07e-5,5.159413285714286e-5,6
DTXSID6021872,4-Methylbenzenamine,0.9173,23.43,2.6126929e-7,0.7862,0.3924,5,107.2,0.02310925714285713,8.87e-6,2.049791108571428e-7,1
DTXSID6022187,"2,3,6-Trimethylphenol",0.75,130.4,9.437382e-6,0.6506,0.06932,5,136.2,0.0035820599999999898,4.39e-5,1.57252434e-7,1
DTXSID6022341,Prometon,0.9712,10.84,0.05262124999999999,0.6056,0.02396,5,225.3,0.0528811285714286,8.68e-7,4.5900819600000024e-8,1
DTXSID6022345,"o,p'-DDT",0.8707,721,0.05235336,1.105,1e-4,5,354.5,1.1617471428571436e-4,6.1e-8,7.086657571428575e-12,1
DTXSID6022420,Dopamine,0.8719,0,0.05522361,1.098,0.87,5,153.2,0.8688628571428572,1.2e-6,1.0426354285714285e-6,6
DTXSID6022422,"4,4'-Diaminobiphenyl methane",0.9672,3.676,0.0024975002,0.7118,0.243,5,198.3,0.13824342857142852,6.93e-7,9.580269599999997e-8,2
DTXSID6022474,Corticosterone,0.9617,13.52,1.4136938e-4,0.6529,0.1261,5,346.5,0.0422235,1.2e-6,5.066820000000001e-8,1
DTXSID6022553,Acitretin,0.868,105.5,0.04584746,0.8341,0.002282,5,326.4,0.00304484571428571,1.2e-6,3.653814857142857e-9,1
DTXSID6022557,Adenine,0.8719,0,0.032877757,0.8151,0.6376,5,135.1,0.8723599999999999,4e-7,3.48944e-7,6
DTXSID6022682,Bisoprolol,0.9025,1.778,0.007068469,1,0.6574,5,325.4,0.22685028571428573,1.2e-6,2.722203428571429e-7,2
DTXSID6022719,Cabergoline,0.8085,26.22,1.4148419e-4,0.7554,0.1662,5,451.6,0.01864462857142857,1.2e-6,2.2373554285714287e-8,1
DTXSID6022844,Clomipramine,0.8694,90.52,0.06563305,0.7013,0.001703,5,314.9,0.00375180857142856,1.27e-6,4.764796885714283e-9,1
DTXSID6022846,Clonidine,0.9725,0,0.08258665999999999,1.04,0.5571,5,230.1,0.8569581428571426,4.75e-7,4.070551178571427e-7,6
DTXSID6022896,Desipramine,0.75,62.3,2.9739617e-4,0.96,0.1434,5,266.4,0.00743255999999999,1.2e-6,8.919071999999998e-9,1
DTXSID6022898,Desogestrel,0.8662,48.38,0.03118239599999999,0.6389,0.007444,5,310.5,0.01069894285714285,7.57e-7,8.099099742857143e-9,1
DTXSID6022927,Didanosine,0.465,0,0.00553001499999999,1.08,0.9498,5,236.2,0.4649765714285712,1.2e-6,5.579718857142855e-7,5
DTXSID6022973,Droperidol,0.8641,8.495,0.016027476,0.681,0.05874,5,379.4,0.05886119999999998,9.72e-7,5.7213086399999985e-8,1
DTXSID6023317,Mianserin,0.8665,18.35,0.04550303,0.7361,0.01841,5,264.4,0.02598674285714285,1.2e-6,3.1184091428571416e-8,1
DTXSID6023523,Propofol,0.8431,204.1,0.0036302922,1.25,0.009302,5,178.3,0.00260063285714285,5.59e-5,1.4537537671428584e-7,1
DTXSID6023525,Propranolol,0.495,21.88,0.0012992665,0.86,0.2725,5,259.3,0.01337247142857142,1.2e-6,1.6046965714285712e-8,1
DTXSID6023608,Sulfadoxine,0.8525,6.558,3.073081e-8,0.6175,0.193,5,310.3,0.07309781428571425,1.54e-7,1.1257063399999997e-8,1
DTXSID6023652,6-Thioguanine,0.5074,0,0.004569438,0.7863,0.8032,5,167.2,0.5070937142857141,1.2e-6,6.085124571428569e-7,5
DTXSID6023656,Thioridazine,0.8717,10.49,0.0964404,0.7132,7.172e-4,5,370.6,0.00243801857142857,1.29e-6,3.1450439571428574e-9,1
DTXSID6023658,Thiothixene,0.8401,41.12,0.00161269779999999,0.7996,0.05108,5,443.6,0.01263626285714284,2.74e-7,3.46233602285714e-9,1
DTXSID6023733,Valproic acid,0.972,0.4608,0.03991561,0.74,0.2125,5,144.2,0.5561999999999999,4.57e-5,2.5418339999999996e-5,6
DTXSID6023735,Valsartan,0.396,22.73,3.3367613e-7,0.55,0.04,5,435.5,0.01063864285714285,2.92e-6,3.1064837142857154e-8,1
DTXSID6023739,Vindesine,0.86240000000000006,49.23,0.008090278,0.7067,0.01236,5,753.9,0.01058690999999999,1.2e-6,1.2704291999999996e-8,1
DTXSID6023864,Metsulfuron-methyl,0.8686,2.425,0.007967814,0.6179,0.08598,5,381.4,0.17762342857142852,1.03e-7,1.8295213142857137e-8,2
DTXSID6023997,alpha-Cyhalothrin,0.8697,1023,0.036632044,1.311,1.348e-4,5,449.8,1.1836165714285718e-4,7.07e-6,8.368169160000003e-10,1
DTXSID6023999,Cyromazine,0.9722,0,0.12441577,1.742,1.375e-4,5,166.2,1.1106908571428568e-4,1.42e-6,1.5771810171428567e-10,3
DTXSID6024046,Paraoxon,0.8719,0,0.02962097999999999,0.757,0.452,5,275.2,0.8731702857142857,7.92e-7,6.915508662857142e-7,6
DTXSID6024048,Difenzoquat metilsulfate,0.8719,0,0.013417462,0.9416,0.8283,5,360.4,0.8716531428571425,8.62e-5,7.513650091428567e-5,6
DTXSID6024175,Metalaxyl,0.8561,1.73,0.0030899198,0.9369,0.59,5,279.3,0.22024800000000008,2.79e-7,6.144919200000003e-8,2
DTXSID6024204,Metribuzin,0.9697,1.172,0.01469568,0.8264,0.4074,5,214.3,0.330328142857143,2.36e-6,7.795744171428575e-7,2
DTXSID6024206,Molinate,0.9679,16.51,0.021044673,0.6771,0.04519,5,187.3,0.03537294285714286,4.17e-5,1.4750517171428571e-6,1
DTXSID6024337,Thiobencarb,0.8713,358.1,0.32893065,0.5603,1e-4,5,257.8,0.00149892285714285,9.32e-7,1.396996102857143e-9,1
DTXSID6024460,C.I. Solvent Yellow 1,0.9707,24.24,0.05227682,0.606,0.01295,5,197.2,0.02434011428571428,1.66e-6,4.0404589714285714e-8,1
DTXSID6024466,4-Aminobenzoic acid,0.9698,0,0.01481431699999999,0.8157,0.7659,5,137.1,0.969492857142857,7.56e-7,7.329366e-7,6
DTXSID6024882,Cycloheximide,0.9645,1.829,1.0612271e-4,0.8082,0.6219,5,281.4,0.2359739999999999,1.2e-6,2.831687999999999e-7,2
DTXSID6025145,"2,5-Dimethylphenol",0.9305,39.37,4.89856e-5,0.7282,0.1752,5,122.2,0.01438468571428571,3.67e-5,5.279179657142858e-7,1
DTXSID6025355,Glutaraldehyde,0.8719,0,0.033394402,0.8425,0.7323,5,100.1,0.8723,1.15e-5,1.003145e-5,6
DTXSID6025567,Methyl 2-aminobenzoate,0.4403,273.6,2.10485e-9,0.7027,0.1993,5,151.2,9.8928e-4,1.79e-6,1.7708112e-9,1
DTXSID6026115,"1,2,3,4-Tetrahydroisoquinoline",0.7523,24.29,1.0704119e-4,1.102,0.364,5,133.2,0.01855285714285714,9.37e-6,1.7384027142857138e-7,1
DTXSID6027218,"2,6-Diethylaniline",0.9632,17.15,8.476804999999999e-7,0.6045,0.08909,5,149.2,0.03380445714285716,2.12e-4,7.166544914285718e-6,1
DTXSID6027397,"Sorbitan, mono-(9Z)-9-octadecenoate",0.8682,101.2,0.036651179,0.6641,0.002292,5,428.6,0.00434110571428571,1.73e-5,7.510112885714286e-8,1
DTXSID6032192,Tri-o-cresyl phosphate,0.8697,1023,0.05158796,0.795,1.33e-4,5,368.4,2.2803959999999996e-4,9.46e-7,2.1572546159999998e-10,1
DTXSID6032352,Chlorpyrifos-methyl,0.8661,71.77,0.031335476,0.6638,0.005153,5,322.5,0.00700746428571428,1.16e-7,8.128658571428571e-10,1
DTXSID6032354,Clodinafop-propargyl,0.6784,1073,0,0.583,0.01479,5,349.7,3.981584285714286e-4,2.41e-6,9.595618128571426e-10,1
DTXSID6032356,Ethyl N-cyclohexyl-N-ethylthiolcarbamate,0.9681,72.01,0.02003051799999999,0.6513,0.01014,5,215.4,0.00836675142857142,1.72e-5,1.4390812457142856e-7,1
DTXSID6032358,Cymoxanil,0.6871,34.29,0,0.6933,0.4363,5,198.2,0.01177874285714284,2.19e-7,2.579544685714283e-9,1
DTXSID6032514,"1,2-Benzenedicarboxaldehyde",0.7783,22.95,8.8021e-10,0.6976,0.2915,5,134.1,0.02013415714285715,7.42e-5,1.4939544600000004e-6,1
DTXSID6032562,Octylbicycloheptenedicarboximide,0.8133,233,4.114025e-4,0.6578,0.0172,5,275.4,0.00219533142857142,5.85e-7,1.284268885714285e-9,1
DTXSID6032641,Quinclorac,0.925,0,0.7830042,0.5832,0.02799,5,242.1,0.7038192857142856,4.5e-7,3.167186785714285e-7,4
DTXSID6032645,Sulfentrazone,0.9361,6.008,7.654e-11,0.8914,0.993,5,387.2,0.0819204571428571,1.49e-7,1.2206148114285708e-8,1
DTXSID6032647,2-(Thiocyanomethylthio)benzothiazole,0.8719,0,0.15239114,0.7292,0.05687,5,238.3,0.19608685714285717,1.52e-6,2.980520228571429e-7,3
DTXSID6032649,Tetramethrin,0.8654,185.4,0.02760032399999999,0.6708,0.002231,5,331.4,0.00274115142857142,3.51e-7,9.621441514285718e-10,1
DTXSID6034186,Spironolactone,0.8662,7.867,0.01655177499999999,0.6266,0.04519,5,416.6,0.06379931428571428,1.2e-6,7.655917714285713e-8,1
DTXSID6034392,Boscalid,0.9689,22.73,0.010099453,0.7377,0.02639,5,343.2,0.02613222857142858,1.89e-7,4.938991200000002e-9,1
DTXSID6034554,Diquat,0.7179,23.68,5.878271999999999e-7,0.8886,0.5039,5,184.2,0.01781477142857143,8.76e-7,1.560573977142857e-8,1
DTXSID6034712,Mesosulfuron-methyl,0.8671,8.105,0.05200892999999999,69.47,0.03762,5,503.5,9.660007142857144e-4,6.9e-7,6.66540492857143e-10,1
DTXSID6034928,Spirodiclofen,0.8675,2102,0.035250497,1.747,1.344e-4,5,411.3,7.896960000000001e-5,2.22e-7,1.75312512e-11,1
DTXSID6034972,Thymol,0.854,31.96,0.010734735,0.6685,0.03648,5,150.2,0.01647908571428572,2.9e-5,4.778934857142858e-7,1
DTXSID6040371,Fenaminosulf,0.8179,6.621,1.1480999999999999e-10,0.7373,0.5549,5,251.2,0.0672498285714286,5.81e-7,3.9072150400000016e-8,1
DTXSID6040662,Closantel,0.8492,23.85,4.060447e-6,0.6001,0.06212,5,663.1,0.02169284285714286,2.63e-7,5.705217671428574e-9,1
DTXSID6040666,Deferiprone,0.8719,0,0.020585433,0.8382,0.7523,5,139.2,0.8709942857142856,2.6e-6,2.2645851428571427e-6,6
DTXSID6040668,Dipyridamole,0.8676,30.36,0.0013693006,0.5657,0.008982,5,504.6,0.01767541714285714,1.2e-6,2.1210500571428573e-8,1
DTXSID6040747,17alpha-Hydroxyprogesterone,0.8514,30.42,0.0034083262,0.6666,0.04386,5,330.5,0.01723321428571428,1.2e-6,2.067985714285714e-8,1
DTXSID6041133,Vorinostat,0.9471,32.3,0.004764615,0.7236,0.05295,5,264.3,0.01804791428571427,1.2e-6,2.1657497142857125e-8,1
DTXSID6043709,Cyclopamine,0.9472,54.64,5.575939e-5,0.7984,0.0737,5,411.6,0.01073687999999999,1.2e-6,1.2884255999999997e-8,1
DTXSID6045165,Loperamide,0.9674,16.91,0.0034806565,0.6426,0.04349,5,477,0.03461657142857141,1.2e-6,4.153988571428569e-8,1
DTXSID6045244,Niridazole,0.8719,0,0.018817359,0.7103,0.4649,5,214.2,0.8721,1.2e-6,1.04652e-6,6
DTXSID6045537,Ajmaline,0.8719,0,0.10191300999999998,0.7243,0.1973,5,326.4,0.7367314285714285,1.2e-6,8.840777142857141e-7,6
DTXSID6045614,Dihydroergotamine,0.8511,28.58,0.00128510659999999,0.6486,0.04758,5,583.7,0.01831984142857143,1.2e-6,2.198380971428572e-8,1
DTXSID6045668,Remoxipride,0.95,7.089,0.0033803891,0.7,0.1592,5,371.3,0.07632867142857143,1.2e-6,9.159440571428572e-8,1
DTXSID6046268,Veralipride,0.8719,0,0.05713711,1.108,0.4646,5,383.5,0.7856271428571429,1.2e-6,9.427525714285714e-7,6
DTXSID6046763,Triazolam,0.629,2.939,0.020279273,0.62,0.0839,5,343.2,0.10952982857142858,1.32e-6,1.4457937371428572e-7,2
DTXSID6046842,Nelarabine,0.8719,0,0.00836199499999999,0.8499,0.7995,5,297.3,0.8736372857142859,1.2e-6,1.0483647428571431e-6,6
DTXSID6047280,CP-607366,0.8482,35.87,0.0020834188,0.7239,0.04321,5,300.2,0.01462402857142857,1.77e-7,2.5884530571428574e-9,1
DTXSID6047286,Candoxatril,0.9112,17.9,0.01787209,0.7067,0.02445,5,515.6,0.02909457142857142,1.2e-6,3.4913485714285714e-8,1
DTXSID6047311,GSK163929B,0.8656,57.88,0.02262522399999999,3.585,0.00698,5,696.2,0.00215026342857142,1.2e-6,2.580316114285714e-9,1
DTXSID6047315,PharmaGSID_47315,0.8622,33.32,0.015797856,1.297,0.01871,5,657.8,0.01171823714285714,1.2e-6,1.4061884571428571e-8,1
DTXSID6047319,Carabersat,0.9721,0,0.11821603,0.7035,0.03188,5,357.4,0.13096157142857143,1.2e-6,1.5715388571428574e-7,3
DTXSID6047363,Volinanserin,0.8171,7.541,0.0024542551,1.88,0.4947,5,373.5,0.06184092857142859,1.2e-6,7.42091142857143e-8,1
DTXSID6047525,Pravastatin sodium,0.6234,0,0.014025955,0.6986,0.3605,5,446.5,0.6231864285714289,1.2e-6,7.478237142857147e-7,5
DTXSID6047783,Acetopromazine maleate,0.7364,22.87,7.654e-11,0.7626,0.4475,5,442.5,0.01890107142857143,1.2e-6,2.2681285714285717e-8,1
DTXSID6048171,FR145237,0.8693,364.9,0.037255845,0.6782,4.368e-4,5,535,9.637642857142854e-4,1.2e-6,1.1565171428571426e-9,1
DTXSID6048175,Difpas-pyrazole,0.8701,16.34,0.06942178,0.6632,0.006733,5,362.4,0.01885515428571428,5.77e-7,1.0879424022857142e-8,1
DTXSID6048462,Zimeldine,0.8617,8.546,0.00940293899999999,0.6958,0.07656,5,317.2,0.05877262857142858,1.2e-6,7.05271542857143e-8,1
DTXSID6048549,Alfuzosin,0.8672,2.161,0.00769992399999999,0.6389,0.1365,5,389.5,0.19363714285714273,1.2e-6,2.323645714285713e-7,2
DTXSID6048628,Perazine,0.8677,108.8,0.04152294999999999,0.6854,0.002451,5,339.5,0.0040546,1.2e-6,4.865520000000001e-9,1
DTXSID6048836,Tandospirone,0.8417,7.118,6.953659e-4,0.7944,0.28,5,383.5,0.066729,1.2e-6,8.00748e-8,1
DTXSID6048913,Propoxyphene hydrochloride,0.8195,42.85,5.614209e-4,0.9242,0.08282,5,375.9,0.01181399999999999,1.2e-6,1.4176799999999993e-8,1
DTXSID6048961,Flavopiridol hydrochloride,0.8573,35.56,0.006149989,0.6759,0.02646,5,438.3,0.01491472285714285,1.2e-6,1.7897667428571426e-8,1
DTXSID6048967,Sertindole,0.8685,144.8,0.037680642,0.677,0.001481,5,441,0.0028413,1.2e-6,3.40956e-9,1
DTXSID6049066,Posaconazole,0.8692,260.5,0.02724058599999999,0.6774,6.624e-4,5,700.8,0.00141561599999999,1.2e-6,1.6987391999999992e-9,1
DTXSID6057900,Viloxazine,0.8462,6.795,7.818561e-4,0.7623,0.2479,5,237.3,0.07020690000000002,1.2e-6,8.424828000000001e-8,1
DTXSID701009329,Crizotinib,0.8546,13.09,0.005786424,0.9452,0.08574,5,450.3,0.03898311428571428,1.2e-6,4.6779737142857134e-8,1
DTXSID7020182,Bisphenol A,0.8607,29.51,0.026425435,0.7949,0.02434,5,228.3,0.01591577142857143,5.5e-5,8.753674285714287e-7,1
DTXSID7020263,Chlorambucil,1,46.12,2.273238e-5,0.5639,0.009999,5,304.2,0.01351517142857142,1.2e-6,1.621820571428571e-8,1
DTXSID7020265,Chloramphenicol,0.882,0.7728,0.010470672,0.7324,0.3288,5,323.1,0.3886431428571431,1.2e-6,4.663717714285717e-7,6
DTXSID7020342,Colcemid,0.8429,6.743,0.0010030567,0.8908,0.2837,5,371.4,0.07040682857142862,1.2e-6,8.448819428571435e-8,1
DTXSID7020348,Coumarin,0.953,17.13,1.6448446e-6,0.6666,0.1858,5,146.1,0.03312295714285714,1.13e-4,3.7428941571428577e-6,1
DTXSID7020392,Diallyl phthalate,0.8583,11.78,0.014902338,0.7587,0.07444,5,246.3,0.0431025,1.93e-4,8.318782500000001e-6,1
DTXSID7020479,Dimethoate,0.8188,3.897,6.9460050000000004e-06,1,0.9256,5,229.2,0.10706914285714282,1.25e-7,1.3383642857142852e-8,2
DTXSID7020504,4-Dimethylaminoantipyrine,0.9474,4.363,1.1151878e-5,1.03,0.9334,5,231.3,0.11234571428571428,1.2e-6,1.3481485714285713e-7,2
DTXSID7020716,Hydroquinone,0.7068,22.88,4.5923999999999996e-10,0.8182,0.5675,5,110.1,0.0179463,1.13e-5,2.0279319000000006e-7,1
DTXSID7020760,Ifosfamide,0.94,0,0.017592719,0.9945,0.9579,5,261.1,0.941825,1.2e-6,1.13019e-6,6
DTXSID7020764,Chlorpropham,0.8195,126.4,8.989623e-4,0.6436,0.0281,5,213.7,0.0040603,4.12e-6,1.6728436000000003e-8,1
DTXSID7020893,Mexacarbate,0.8149,25.96,2.4753036e-4,0.7258,0.1498,5,222.3,0.01902252857142856,1.2e-6,2.2827034285714282e-8,1
DTXSID7020897,Misoprostol,0.8454,36.86,0.0017045458,0.7472,0.04708,5,382.5,0.01415249999999999,1.2e-6,1.6982999999999997e-8,1
DTXSID7020920,1-Naphthylamine,0.8287,25.02,1.465741e-4,0.6645,0.1156,5,143.2,0.02010937142857142,1.4e-5,2.815311999999999e-7,1
DTXSID7020970,Nitrofen,0.8687,88.86,0.0616147,0.6432,0.002284,5,284.1,0.00499610142857142,2.23e-7,1.1141306185714283e-9,1
DTXSID7020972,Nitrofurantoin,0.9137,0,0.03055094099999999,0.76,0.415,5,238.2,0.9119657142857142,1.2e-6,1.094358857142857e-6,6
DTXSID7021073,Ochratoxin A,0.9095,24.66,1.0478326,0.5773,2e-4,5,403.8,0.01042957714285714,1.2e-6,1.2515492571428571e-8,1
DTXSID7021100,Parathion,0.8676,8.77,0.04309201999999999,0.7535,0.03145,5,291.3,0.05746932857142855,1.26e-7,7.241135399999997e-9,1
DTXSID7021106,Pentachlorophenol,0.8699,33.9,0.06620709999999999,0.6882,0.003688,5,266.3,0.00677923714285714,1.48e-10,1.0033270971428572e-12,1
DTXSID7021156,Phosphamidon,0.8719,0,0.034125359,0.8648,0.5623,5,299.7,0.8699862857142853,1.76e-7,1.531175862857142e-7,6
DTXSID7021237,Reserpine,0.9701,16.06,0.06054314,0.576,0.005771,5,608.7,0.03556547142857143,1.2e-6,4.267856571428571e-8,1
DTXSID7021239,Retinoic acid,0.8707,216.5,0.07466477,0.7876,3.337e-4,5,300.4,6.638839999999999e-4,7.88e-8,5.23140592e-11,1
DTXSID7021310,Terbutaline,0.1674,0,0.01012624199999999,1,0.7476,5,225.3,0.15996300000000008,1.2e-6,1.9195560000000009e-7,5
DTXSID7021607,Hexanoic acid,0.8719,0,0.05660133,0.7808,0.4756,5,116.2,0.8714999999999999,5.74e-4,5.002409999999999e-4,6
DTXSID7021780,Diethyl phthalate,0.7759,50.34,2.1492432e-5,0.6736,0.1366,5,222.2,0.00945937142857142,2.27e-4,2.1472773142857138e-6,1
DTXSID7021869,p-Cresol,0.7174,44.32,5.070775e-6,0.9878,0.2702,5,108.1,0.00985254285714285,0.00153,1.5074390571428567e-5,1
DTXSID7021940,1-Octanol,0.8236,28.87,0.0024561686,0.7778,0.113,5,130.2,0.0174282,0.00621,1.0822912200000004e-4,1
DTXSID7021948,Propoxur,0.9629,7.311,2.5369183e-6,0.6469,0.2136,5,209.2,0.0744752,7.32e-8,5.45158464e-9,1
DTXSID7022049,"2,4,6-Trimethylphenol",0.6819,202.9,4.833501e-6,0.6664,0.07639,5,136.2,0.00209553428571428,2.27e-4,4.756862828571427e-7,1
DTXSID7022120,Carbophenothion,0.8692,278.1,0.05656306,0.6764,6.046e-4,5,342.8,0.00131047542857142,7.08e-8,9.278166034285711e-11,1
DTXSID7022174,EPN,0.8702,16.53,0.08970487999999999,0.6154,0.006525,5,323.3,0.02378564285714286,1.02e-7,2.426135571428572e-9,1
DTXSID7022253,Resmethrin,0.862,4515,0.016670412,0.6436,1.396e-4,5,338.4,1.138957714285714e-4,2.38e-6,2.7107193599999996e-10,1
DTXSID7022332,4-(Butan-2-yl)phenol,0.856,25.91,0.01659769899999999,0.8743,0.03971,5,150.2,0.020277,3.38e-5,6.853626000000001e-7,1
